Entity,Code,Year,OilConsumption,CountryCode
Finland,FIN,2004,122.1234512,FI
Finland,FIN,2005,126.6781921,FI
Finland,FIN,2006,122.8504791,FI
Finland,FIN,2007,123.8998337,FI
Finland,FIN,2008,119.7641754,FI
Finland,FIN,2009,112.8310089,FI
Finland,FIN,2010,117.1683197,FI
Finland,FIN,2011,114.5883865,FI
Finland,FIN,2012,110.0572815,FI
Finland,FIN,2013,114.5016556,FI
Finland,FIN,2014,108.0468292,FI
Finland,FIN,2015,108.5899353,FI
Finland,FIN,2016,114.2988434,FI
Finland,FIN,2017,110.7429123,FI
Finland,FIN,2018,110.1482239,FI
Finland,FIN,2019,109.3264618,FI
Finland,FIN,2020,98.07788086,FI
Finland,FIN,2021,97.29049683,FI
France,FRA,1965,637.3014526,FR
France,FRA,1966,683.1230469,FR
France,FRA,1967,784.789978,FR
France,FRA,1968,850.4316406,FR
France,FRA,1969,982.6675415,FR
France,FRA,1970,1116.330933,FR
France,FRA,1971,1216.748535,FR
France,FRA,1972,1350.957153,FR
France,FRA,1973,1506.025635,FR
France,FRA,1974,1430.987671,FR
France,FRA,1975,1307.875122,FR
France,FRA,1976,1414.783813,FR
France,FRA,1977,1358.818359,FR
France,FRA,1978,1416.052612,FR
France,FRA,1979,1408.64209,FR
France,FRA,1980,1309.013672,FR
France,FRA,1981,1181.737183,FR
France,FRA,1982,1094.39624,FR
France,FRA,1983,1068.171509,FR
France,FRA,1984,1029.905762,FR
France,FRA,1985,1012.842468,FR
France,FRA,1986,1033.264526,FR
France,FRA,1987,1040.276733,FR
France,FRA,1988,1034.020264,FR
France,FRA,1989,1061.673828,FR
France,FRA,1990,1077.647705,FR
France,FRA,1991,1141.231934,FR
France,FRA,1992,1139.467773,FR
France,FRA,1993,1098.213257,FR
France,FRA,1994,1062.035278,FR
France,FRA,1995,1070.697021,FR
France,FRA,1996,1093.075073,FR
France,FRA,1997,1101.11377,FR
France,FRA,1998,1141.11377,FR
France,FRA,1999,1157.168579,FR
France,FRA,2000,1138.981812,FR
France,FRA,2001,1144.567627,FR
France,FRA,2002,1112.980835,FR
France,FRA,2003,1114.921387,FR
France,FRA,2004,1124.852173,FR
France,FRA,2005,1109.278076,FR
France,FRA,2006,1106.107422,FR
France,FRA,2007,1078.217163,FR
France,FRA,2008,1057.442627,FR
France,FRA,2009,1015.337463,FR
France,FRA,2010,980.4591675,FR
France,FRA,2011,959.3894653,FR
France,FRA,2012,927.1686401,FR
France,FRA,2013,915.1279297,FR
France,FRA,2014,885.4536133,FR
France,FRA,2015,885.4328003,FR
France,FRA,2016,879.3369141,FR
France,FRA,2017,883.0668335,FR
France,FRA,2018,880.4595337,FR
France,FRA,2019,873.4210815,FR
France,FRA,2020,745.1143188,FR
France,FRA,2021,807.9752808,FR
Germany,DEU,1965,1020.569763,DE
Germany,DEU,1966,1141.832153,DE
Germany,DEU,1967,1187.421631,DE
Germany,DEU,1968,1331.122681,DE
Germany,DEU,1969,1496.941772,DE
Germany,DEU,1970,1644.070313,DE
Germany,DEU,1971,1712.531738,DE
Germany,DEU,1972,1807.816406,DE
Germany,DEU,1973,1927.147949,DE
Germany,DEU,1974,1748.524292,DE
Germany,DEU,1975,1698.330078,DE
Germany,DEU,1976,1834.953003,DE
Germany,DEU,1977,1812.365479,DE
Germany,DEU,1978,1890.278076,DE
Germany,DEU,1979,1949.953003,DE
Germany,DEU,1980,1764.343872,DE
Germany,DEU,1981,1601.384399,DE
Germany,DEU,1982,1513.857544,DE
Germany,DEU,1983,1482.44812,DE
Germany,DEU,1984,1477.557007,DE
Germany,DEU,1985,1522.741211,DE
Germany,DEU,1986,1604.220703,DE
Germany,DEU,1987,1562.007813,DE
Germany,DEU,1988,1562.913086,DE
Germany,DEU,1989,1468.382935,DE
Germany,DEU,1990,1537.293213,DE
Germany,DEU,1991,1607.614624,DE
Germany,DEU,1992,1621.655151,DE
Germany,DEU,1993,1646.872803,DE
Germany,DEU,1994,1631.972778,DE
Germany,DEU,1995,1631.129517,DE
Germany,DEU,1996,1658.878052,DE
Germany,DEU,1997,1648.927124,DE
Germany,DEU,1998,1650.717163,DE
Germany,DEU,1999,1601.1073,DE
Germany,DEU,2000,1570.434814,DE
Germany,DEU,2001,1590.963379,DE
Germany,DEU,2002,1537.779907,DE
Germany,DEU,2003,1507.717041,DE
Germany,DEU,2004,1490.490112,DE
Germany,DEU,2005,1460.057617,DE
Germany,DEU,2006,1457.237183,DE
Germany,DEU,2007,1319.458618,DE
Germany,DEU,2008,1399.069336,DE
Germany,DEU,2009,1339.838379,DE
Germany,DEU,2010,1357.644287,DE
Germany,DEU,2011,1313.270874,DE
Germany,DEU,2012,1305.389282,DE
Germany,DEU,2013,1334.262451,DE
Germany,DEU,2014,1298.317993,DE
Germany,DEU,2015,1296.542236,DE
Germany,DEU,2016,1323.318726,DE
Germany,DEU,2017,1352.042969,DE
Germany,DEU,2018,1286.682617,DE
Germany,DEU,2019,1294.736694,DE
Germany,DEU,2020,1172.283936,DE
Germany,DEU,2021,1162.248291,DE
Greece,GRC,1965,52.27322769,GR
Greece,GRC,1966,57.07658386,GR
Greece,GRC,1967,67.11283112,GR
Greece,GRC,1968,68.6930542,GR
Greece,GRC,1969,73.09414673,GR
Greece,GRC,1970,79.1674118,GR
Greece,GRC,1971,87.45738983,GR
Greece,GRC,1972,101.3132172,GR
Greece,GRC,1973,117.9202118,GR
Greece,GRC,1974,110.6620483,GR
Greece,GRC,1975,117.2480545,GR
Greece,GRC,1976,124.7923965,GR
Greece,GRC,1977,127.140976,GR
Greece,GRC,1978,138.4366913,GR
Greece,GRC,1979,146.4254608,GR
Greece,GRC,1980,144.9727936,GR
Greece,GRC,1981,140.84198,GR
Greece,GRC,1982,141.5108032,GR
Greece,GRC,1983,135.79776,GR
Greece,GRC,1984,139.1630402,GR
Greece,GRC,1985,141.4815826,GR
Greece,GRC,1986,143.5820313,GR
Greece,GRC,1987,155.9617157,GR
Greece,GRC,1988,161.0731659,GR
Greece,GRC,1989,177.4523621,GR
Greece,GRC,1990,186.7425537,GR
Greece,GRC,1991,190.5542603,GR
Greece,GRC,1992,194.5225983,GR
Greece,GRC,1993,198.5120392,GR
Greece,GRC,1994,203.0432434,GR
Greece,GRC,1995,211.8128662,GR
Greece,GRC,1996,219.8805389,GR
Greece,GRC,1997,222.0585175,GR
Greece,GRC,1998,232.4791718,GR
Greece,GRC,1999,227.0115051,GR
Greece,GRC,2000,236.2486572,GR
Greece,GRC,2001,239.5707092,GR
Greece,GRC,2002,240.7246704,GR
Greece,GRC,2003,252.7501831,GR
Greece,GRC,2004,247.7280884,GR
Greece,GRC,2005,249.0912628,GR
Greece,GRC,2006,260.4898376,GR
Greece,GRC,2007,263.4405212,GR
Greece,GRC,2008,252.5715027,GR
Greece,GRC,2009,236.8088379,GR
Greece,GRC,2010,214.7191467,GR
Greece,GRC,2011,204.5778961,GR
Greece,GRC,2012,178.3314362,GR
Greece,GRC,2013,164.7615814,GR
Greece,GRC,2014,163.3530121,GR
Greece,GRC,2015,170.1988373,GR
Greece,GRC,2016,169.9169617,GR
Greece,GRC,2017,173.9931946,GR
Greece,GRC,2018,171.9728394,GR
Greece,GRC,2019,177.1958466,GR
Greece,GRC,2020,143.4592438,GR
Greece,GRC,2021,143.1943359,GR
High-income countries,,1965,13575.57715,
High-income countries,,1966,14572.9707,
High-income countries,,1967,15634.72266,
High-income countries,,1968,17000.96094,
High-income countries,,1969,18463.32227,
High-income countries,,1970,20043.29688,
High-income countries,,1971,21010.23242,
High-income countries,,1972,22538.25391,
High-income countries,,1973,24235.78125,
High-income countries,,1974,23194.98047,
High-income countries,,1975,22367.49414,
High-income countries,,1976,23883.92383,
High-income countries,,1977,24498.38281,
High-income countries,,1978,25392.90625,
High-income countries,,1979,25561.67773,
High-income countries,,1980,23700.66797,
High-income countries,,1981,22347.60742,
High-income countries,,1982,21244.45117,
High-income countries,,1983,20938.72266,
High-income countries,,1984,21505.8418,
High-income countries,,1985,21483.63086,
High-income countries,,1986,22258.96484,
High-income countries,,1987,22552.79688,
High-income countries,,1988,23469.37305,
High-income countries,,1989,23778.51563,
High-income countries,,1990,23982.53516,
High-income countries,,1991,24062.05078,
High-income countries,,1992,24649.36719,
High-income countries,,1993,24736.21484,
High-income countries,,1994,25565.98047,
High-income countries,,1995,26004.31836,
High-income countries,,1996,26706.67773,
High-income countries,,1997,27089.49219,
High-income countries,,1998,27285.46094,
High-income countries,,1999,27794.53516,
High-income countries,,2000,27797.22461,
High-income countries,,2001,27940.28906,
High-income countries,,2002,28004.33594,
High-income countries,,2003,28451.60156,
High-income countries,,2004,29090.79492,
High-income countries,,2005,29155.56445,
High-income countries,,2006,29075.52539,
High-income countries,,2007,29018.56055,
High-income countries,,2008,28185.54297,
High-income countries,,2009,27061.58398,
High-income countries,,2010,27545.8418,
High-income countries,,2011,27303.25586,
High-income countries,,2012,27147.65039,
High-income countries,,2013,27123.90039,
High-income countries,,2014,27108.22656,
High-income countries,,2015,27604.87109,
High-income countries,,2016,27985.95313,
High-income countries,,2017,28144.02539,
High-income countries,,2018,28328.30469,
High-income countries,,2019,28055.10742,
High-income countries,,2020,24824.39844,
High-income countries,,2021,26192.26758,
Hong Kong,HKG,1965,24.871521,HK
Hong Kong,HKG,1966,27.29304123,HK
Hong Kong,HKG,1967,32.70425415,HK
Hong Kong,HKG,1968,35.71865845,HK
Hong Kong,HKG,1969,42.38125992,HK
Hong Kong,HKG,1970,45.73744583,HK
Hong Kong,HKG,1971,48.24564743,HK
Hong Kong,HKG,1972,55.00289917,HK
Hong Kong,HKG,1973,57.12067032,HK
Hong Kong,HKG,1974,58.47611237,HK
Hong Kong,HKG,1975,55.05731201,HK
Hong Kong,HKG,1976,64.99793243,HK
Hong Kong,HKG,1977,70.20239258,HK
Hong Kong,HKG,1978,72.95870209,HK
Hong Kong,HKG,1979,74.71643829,HK
Hong Kong,HKG,1980,76.37256622,HK
Hong Kong,HKG,1981,81.00213623,HK
Hong Kong,HKG,1982,78.94145203,HK
Hong Kong,HKG,1983,70.29673004,HK
Hong Kong,HKG,1984,65.15005493,HK
Hong Kong,HKG,1985,61.26113892,HK
Hong Kong,HKG,1986,59.87338638,HK
Hong Kong,HKG,1987,58.73012161,HK
Hong Kong,HKG,1988,67.36971283,HK
Hong Kong,HKG,1989,71.84667969,HK
Hong Kong,HKG,1990,75.48578644,HK
Hong Kong,HKG,1991,75.47003174,HK
Hong Kong,HKG,1992,96.86925507,HK
Hong Kong,HKG,1993,100.8940582,HK
Hong Kong,HKG,1994,107.6517868,HK
Hong Kong,HKG,1995,115.2254333,HK
Hong Kong,HKG,1996,112.9066544,HK
Hong Kong,HKG,1997,111.7503281,HK
Hong Kong,HKG,1998,107.219902,HK
Hong Kong,HKG,1999,114.0835037,HK
Hong Kong,HKG,2000,118.8886566,HK
Hong Kong,HKG,2001,141.3351898,HK
Hong Kong,HKG,2002,154.4663849,HK
Hong Kong,HKG,2003,155.4425812,HK
Hong Kong,HKG,2004,183.0595703,HK
Hong Kong,HKG,2005,165.1094971,HK
Hong Kong,HKG,2006,178.4594879,HK
Hong Kong,HKG,2007,191.2696686,HK
Hong Kong,HKG,2008,173.3484955,HK
Hong Kong,HKG,2009,196.6848602,HK
Hong Kong,HKG,2010,212.636673,HK
Hong Kong,HKG,2011,214.1052094,HK
Hong Kong,HKG,2012,205.1383209,HK
Hong Kong,HKG,2013,209.5656128,HK
Hong Kong,HKG,2014,198.4091644,HK
Hong Kong,HKG,2015,217.8604736,HK
Hong Kong,HKG,2016,225.6104889,HK
Hong Kong,HKG,2017,254.9552002,HK
Hong Kong,HKG,2018,258.1130066,HK
Hong Kong,HKG,2019,241.2825317,HK
Hong Kong,HKG,2020,169.8509674,HK
Hong Kong,HKG,2021,151.8818512,HK
Hungary,HUN,1965,44.27309036,HU
Hungary,HUN,1966,48.62621307,HU
Hungary,HUN,1967,51.44969559,HU
Hungary,HUN,1968,53.92054367,HU
Hungary,HUN,1969,60.31394196,HU
Hungary,HUN,1970,70.05364227,HU
Hungary,HUN,1971,78.92729187,HU
Hungary,HUN,1972,85.99338531,HU
Hungary,HUN,1973,96.7522049,HU
Hungary,HUN,1974,105.9219971,HU
Hungary,HUN,1975,119.4914856,HU
Hungary,HUN,1976,125.1762314,HU
Hungary,HUN,1977,133.0910187,HU
Hungary,HUN,1978,147.2131042,HU
Hungary,HUN,1979,138.7098083,HU
Hungary,HUN,1980,134.8407135,HU
Hungary,HUN,1981,128.8425446,HU
Hungary,HUN,1982,122.0501251,HU
Hungary,HUN,1983,115.7305374,HU
Hungary,HUN,1984,121.1910019,HU
Hungary,HUN,1985,123.433754,HU
Hungary,HUN,1986,114.0016174,HU
Hungary,HUN,1987,119.5118637,HU
Hungary,HUN,1988,110.6461105,HU
Hungary,HUN,1989,107.2467957,HU
Hungary,HUN,1990,108.3443222,HU
Hungary,HUN,1991,92.70760345,HU
Hungary,HUN,1992,98.78591156,HU
Hungary,HUN,1993,90.05051422,HU
Hungary,HUN,1994,93.48406219,HU
Hungary,HUN,1995,89.05665588,HU
Hungary,HUN,1996,82.20682526,HU
Hungary,HUN,1997,84.08113861,HU
Hungary,HUN,1998,89.22077942,HU
Hungary,HUN,1999,84.53871918,HU
Hungary,HUN,2000,81.93965149,HU
Hungary,HUN,2001,79.09835052,HU
Hungary,HUN,2002,77.13689423,HU
Hungary,HUN,2003,72.27185059,HU
Hungary,HUN,2004,76.80844879,HU
Hungary,HUN,2005,88.59307098,HU
Hungary,HUN,2006,93.62163544,HU
Hungary,HUN,2007,93.2751236,HU
Hungary,HUN,2008,88.61869049,HU
Hungary,HUN,2009,84.13208008,HU
Hungary,HUN,2010,78.89961243,HU
Hungary,HUN,2011,76.94261169,HU
Hungary,HUN,2012,72.07355499,HU
Hungary,HUN,2013,70.47860718,HU
Hungary,HUN,2014,78.43843842,HU
Hungary,HUN,2015,84.04167938,HU
Hungary,HUN,2016,83.49990845,HU
Hungary,HUN,2017,90.49847412,HU
Hungary,HUN,2018,97.0615921,HU
Hungary,HUN,2019,98.028862,HU
Hungary,HUN,2020,89.6494751,HU
Hungary,HUN,2021,94.82250214,HU
Iceland,ISL,1965,5.612465858,IS
Iceland,ISL,1966,6.051159382,IS
Iceland,ISL,1967,5.871542454,IS
Iceland,ISL,1968,6.269312859,IS
Iceland,ISL,1969,5.749499798,IS
Iceland,ISL,1970,5.875635147,IS
Iceland,ISL,1971,6.399699688,IS
Iceland,ISL,1972,6.856925488,IS
Iceland,ISL,1973,7.939724922,IS
Iceland,ISL,1974,7.41002655,IS
Iceland,ISL,1975,6.960410118,IS
Iceland,ISL,1976,6.993077278,IS
Iceland,ISL,1977,7.313648224,IS
Iceland,ISL,1978,7.706604481,IS
Iceland,ISL,1979,7.48276329,IS
Iceland,ISL,1980,6.962151051,IS
Iceland,ISL,1981,6.795263767,IS
Iceland,ISL,1982,6.21000576,IS
Iceland,ISL,1983,6.033722878,IS
Iceland,ISL,1984,6.29586935,IS
Iceland,ISL,1985,6.274548054,IS
Iceland,ISL,1986,6.364769936,IS
Iceland,ISL,1987,6.882993698,IS
Iceland,ISL,1988,7.195405483,IS
Iceland,ISL,1989,7.696853638,IS
Iceland,ISL,1990,7.847220421,IS
Iceland,ISL,1991,7.36801672,IS
Iceland,ISL,1992,7.940361023,IS
Iceland,ISL,1993,8.238461494,IS
Iceland,ISL,1994,8.346259117,IS
Iceland,ISL,1995,8.39683342,IS
Iceland,ISL,1996,9.381994247,IS
Iceland,ISL,1997,9.207105637,IS
Iceland,ISL,1998,9.433033943,IS
Iceland,ISL,1999,9.417009354,IS
Iceland,ISL,2000,9.598543167,IS
Iceland,ISL,2001,9.00785923,IS
Iceland,ISL,2002,9.370295525,IS
Iceland,ISL,2003,9.470950127,IS
Iceland,ISL,2004,9.906973839,IS
Iceland,ISL,2005,10.08953381,IS
Iceland,ISL,2006,10.25859165,IS
Iceland,ISL,2007,10.29171944,IS
Iceland,ISL,2008,9.528945923,IS
Iceland,ISL,2009,8.832884789,IS
Iceland,ISL,2010,8.459281921,IS
Iceland,ISL,2011,8.344928741,IS
Iceland,ISL,2012,8.255022049,IS
Iceland,ISL,2013,8.627571106,IS
Iceland,ISL,2014,9.023056984,IS
Iceland,ISL,2015,9.844437599,IS
Iceland,ISL,2016,10.84262848,IS
Iceland,ISL,2017,12.10506153,IS
Iceland,ISL,2018,13.10748196,IS
Iceland,ISL,2019,11.09806919,IS
Iceland,ISL,2020,7.312896729,IS
Iceland,ISL,2021,7.448796272,IS
India,IND,1965,146.9951324,IN
India,IND,1966,164.1496887,IN
India,IND,1967,169.3602295,IN
India,IND,1968,189.7708893,IN
India,IND,1969,227.928833,IN
India,IND,1970,226.891449,IN
India,IND,1971,243.3324585,IN
India,IND,1972,262.3832703,IN
India,IND,1973,276.9590759,IN
India,IND,1974,271.5429688,IN
India,IND,1975,278.0928345,IN
India,IND,1976,293.2586975,IN
India,IND,1977,315.0440369,IN
India,IND,1978,342.3745117,IN
India,IND,1979,369.4727478,IN
India,IND,1980,376.8161621,IN
India,IND,1981,405.6552734,IN
India,IND,1982,422.6563416,IN
India,IND,1983,444.3529358,IN
India,IND,1984,477.0670166,IN
India,IND,1985,517.6358032,IN
India,IND,1986,544.2594604,IN
India,IND,1987,561.7667847,IN
India,IND,1988,616.5007935,IN
India,IND,1989,667.772644,IN
India,IND,1990,694.0582275,IN
India,IND,1991,706.1010742,IN
India,IND,1992,744.1865845,IN
India,IND,1993,752.0427856,IN
India,IND,1994,808.2667236,IN
India,IND,1995,901.3516846,IN
India,IND,1996,972.7613525,IN
India,IND,1997,1039.855713,IN
India,IND,1998,1113.507446,IN
India,IND,1999,1222.578979,IN
India,IND,2000,1281.237183,IN
India,IND,2001,1285.022217,IN
India,IND,2002,1311.634277,IN
India,IND,2003,1336.146606,IN
India,IND,2004,1414.217773,IN
India,IND,2005,1438.144043,IN
India,IND,2006,1519.210449,IN
India,IND,2007,1622.900635,IN
India,IND,2008,1704.718994,IN
India,IND,2009,1793.476807,IN
India,IND,2010,1832.569458,IN
India,IND,2011,1920.216431,IN
India,IND,2012,2036.41748,IN
India,IND,2013,2051.262207,IN
India,IND,2014,2107.812744,IN
India,IND,2015,2277.954346,IN
India,IND,2016,2498.029297,IN
India,IND,2017,2571.887451,IN
India,IND,2018,2688.04126,IN
India,IND,2019,2775.611816,IN
India,IND,2020,2521.105225,IN
India,IND,2021,2612.807129,IN
Indonesia,IDN,1965,72.54362488,ID
Indonesia,IDN,1966,69.86446381,ID
Indonesia,IDN,1967,67.40280151,ID
Indonesia,IDN,1968,71.29930878,ID
Indonesia,IDN,1969,76.33408356,ID
Indonesia,IDN,1970,80.99266815,ID
Indonesia,IDN,1971,83.94382477,ID
Indonesia,IDN,1972,90.78369141,ID
Indonesia,IDN,1973,108.3745575,ID
Indonesia,IDN,1974,113.2197418,ID
Indonesia,IDN,1975,129.8483582,ID
Indonesia,IDN,1976,139.896637,ID
Indonesia,IDN,1977,164.9578552,ID
Indonesia,IDN,1978,185.9168243,ID
Indonesia,IDN,1979,202.2756042,ID
Indonesia,IDN,1980,227.5635834,ID
Indonesia,IDN,1981,249.5227966,ID
Indonesia,IDN,1982,259.3339844,ID
Indonesia,IDN,1983,253.8525543,ID
Indonesia,IDN,1984,273.5724487,ID
Indonesia,IDN,1985,268.8829956,ID
Indonesia,IDN,1986,275.7363586,ID
Indonesia,IDN,1987,285.6098328,ID
Indonesia,IDN,1988,300.3826904,ID
Indonesia,IDN,1989,318.6079712,ID
Indonesia,IDN,1990,366.2628479,ID
Indonesia,IDN,1991,390.0922241,ID
Indonesia,IDN,1992,420.5104065,ID
Indonesia,IDN,1993,448.4648132,ID
Indonesia,IDN,1994,443.341156,ID
Indonesia,IDN,1995,490.8204041,ID
Indonesia,IDN,1996,527.9099731,ID
Indonesia,IDN,1997,584.7649536,ID
Indonesia,IDN,1998,557.0962524,ID
Indonesia,IDN,1999,583.2287598,ID
Indonesia,IDN,2000,637.012085,ID
Indonesia,IDN,2001,659.3886719,ID
Indonesia,IDN,2002,661.4091187,ID
Indonesia,IDN,2003,679.2622681,ID
Indonesia,IDN,2004,718.9225464,ID
Indonesia,IDN,2005,717.8884888,ID
Indonesia,IDN,2006,691.3363037,ID
Indonesia,IDN,2007,729.2266235,ID
Indonesia,IDN,2008,743.9419556,ID
Indonesia,IDN,2009,747.3289795,ID
Indonesia,IDN,2010,791.2341919,ID
Indonesia,IDN,2011,848.4418945,ID
Indonesia,IDN,2012,892.1083374,ID
Indonesia,IDN,2013,862.6083374,ID
Indonesia,IDN,2014,859.0770264,ID
Indonesia,IDN,2015,819.1790161,ID
Indonesia,IDN,2016,790.2185059,ID
Indonesia,IDN,2017,847.5200195,ID
Indonesia,IDN,2018,874.2885132,ID
Indonesia,IDN,2019,849.8745117,ID
Indonesia,IDN,2020,749.0085449,ID
Indonesia,IDN,2021,786.1714478,ID
Iran,IRN,1965,81.9397049,IR
Iran,IRN,1966,89.68451691,IR
Iran,IRN,1967,99.20544434,IR
Iran,IRN,1968,109.4724579,IR
Iran,IRN,1969,119.5659332,IR
Iran,IRN,1970,129.1963501,IR
Iran,IRN,1971,141.6466522,IR
Iran,IRN,1972,157.6585541,IR
Iran,IRN,1973,189.2419128,IR
Iran,IRN,1974,219.9590149,IR
Iran,IRN,1975,257.9196167,IR
Iran,IRN,1976,292.3251038,IR
Iran,IRN,1977,339.1593323,IR
Iran,IRN,1978,340.1506958,IR
Iran,IRN,1979,357.9211731,IR
Iran,IRN,1980,330.284729,IR
Iran,IRN,1981,328.6183777,IR
Iran,IRN,1982,357.8790588,IR
Iran,IRN,1983,435.6804199,IR
Iran,IRN,1984,471.6441345,IR
Iran,IRN,1985,518.3890381,IR
Iran,IRN,1986,478.296936,IR
Iran,IRN,1987,498.8362122,IR
Iran,IRN,1988,500.2793579,IR
Iran,IRN,1989,536.6414795,IR
Iran,IRN,1990,553.2111816,IR
Iran,IRN,1991,586.5464478,IR
Iran,IRN,1992,630.6393433,IR
Iran,IRN,1993,691.7041016,IR
Iran,IRN,1994,714.4830322,IR
Iran,IRN,1995,702.6481323,IR
Iran,IRN,1996,737.4683228,IR
Iran,IRN,1997,758.1709595,IR
Iran,IRN,1998,736.0621338,IR
Iran,IRN,1999,752.265686,IR
Iran,IRN,2000,775.7111816,IR
Iran,IRN,2001,799.7440186,IR
Iran,IRN,2002,806.6087036,IR
Iran,IRN,2003,810.2835083,IR
Iran,IRN,2004,848.906311,IR
Iran,IRN,2005,910.15448,IR
Iran,IRN,2006,991.9343872,IR
Iran,IRN,2007,999.0738525,IR
Iran,IRN,2008,1029.705933,IR
Iran,IRN,2009,1002.677307,IR
Iran,IRN,2010,935.378479,IR
Iran,IRN,2011,953.440918,IR
Iran,IRN,2012,982.446167,IR
Iran,IRN,2013,1048.932251,IR
Iran,IRN,2014,972.7606201,IR
Iran,IRN,2015,856.496582,IR
Iran,IRN,2016,849.5461426,IR
Iran,IRN,2017,875.5689087,IR
Iran,IRN,2018,914.9714966,IR
Iran,IRN,2019,949.2357178,IR
Iran,IRN,2020,894.6365356,IR
Iran,IRN,2021,901.8779297,IR
Iraq,IRQ,1965,18.06480026,IQ
Iraq,IRQ,1966,19.33100128,IQ
Iraq,IRQ,1967,20.70892715,IQ
Iraq,IRQ,1968,22.23212242,IQ
Iraq,IRQ,1969,23.81018829,IQ
Iraq,IRQ,1970,31.23763084,IQ
Iraq,IRQ,1971,33.48013687,IQ
Iraq,IRQ,1972,40.72927094,IQ
Iraq,IRQ,1973,39.85892868,IQ
Iraq,IRQ,1974,39.21914673,IQ
Iraq,IRQ,1975,39.17350769,IQ
Iraq,IRQ,1976,47.93694687,IQ
Iraq,IRQ,1977,56.69448471,IQ
Iraq,IRQ,1978,54.79533768,IQ
Iraq,IRQ,1979,66.81039429,IQ
Iraq,IRQ,1980,87.15145874,IQ
Iraq,IRQ,1981,87.05760193,IQ
Iraq,IRQ,1982,89.89552307,IQ
Iraq,IRQ,1983,106.4771652,IQ
Iraq,IRQ,1984,117.4846191,IQ
Iraq,IRQ,1985,133.3835602,IQ
Iraq,IRQ,1986,148.5092468,IQ
Iraq,IRQ,1987,151.3513489,IQ
Iraq,IRQ,1988,164.5335999,IQ
Iraq,IRQ,1989,186.9792938,IQ
Iraq,IRQ,1990,186.1629639,IQ
Iraq,IRQ,1991,125.0822449,IQ
Iraq,IRQ,1992,197.369278,IQ
Iraq,IRQ,1993,268.4235229,IQ
Iraq,IRQ,1994,303.7690125,IQ
Iraq,IRQ,1995,300.1285706,IQ
Iraq,IRQ,1996,301.8482666,IQ
Iraq,IRQ,1997,369.4200745,IQ
Iraq,IRQ,1998,265.8589478,IQ
Iraq,IRQ,1999,183.1770782,IQ
Iraq,IRQ,2000,283.2850952,IQ
Iraq,IRQ,2001,323.3523865,IQ
Iraq,IRQ,2002,306.8657227,IQ
Iraq,IRQ,2003,275.4603271,IQ
Iraq,IRQ,2004,299.9746094,IQ
Iraq,IRQ,2005,280.5344849,IQ
Iraq,IRQ,2006,271.7062988,IQ
Iraq,IRQ,2007,243.8377686,IQ
Iraq,IRQ,2008,273.0975037,IQ
Iraq,IRQ,2009,263.0820923,IQ
Iraq,IRQ,2010,299.038147,IQ
Iraq,IRQ,2011,318.9728699,IQ
Iraq,IRQ,2012,351.5544739,IQ
Iraq,IRQ,2013,390.6851196,IQ
Iraq,IRQ,2014,367.5363159,IQ
Iraq,IRQ,2015,355.362854,IQ
Iraq,IRQ,2016,391.6279907,IQ
Iraq,IRQ,2017,407.9540405,IQ
Iraq,IRQ,2018,484.7773743,IQ
Iraq,IRQ,2019,409.0865173,IQ
Iraq,IRQ,2020,357.7548218,IQ
Iraq,IRQ,2021,409.9436035,IQ
Ireland,IRL,1965,28.52216339,IE
Ireland,IRL,1966,31.88155174,IE
Ireland,IRL,1967,35.69569016,IE
Ireland,IRL,1968,39.70401764,IE
Ireland,IRL,1969,43.15343475,IE
Ireland,IRL,1970,48.42638016,IE
Ireland,IRL,1971,53.49318695,IE
Ireland,IRL,1972,58.88447571,IE
Ireland,IRL,1973,63.81131744,IE
Ireland,IRL,1974,63.19731522,IE
Ireland,IRL,1975,61.8151474,IE
Ireland,IRL,1976,62.78248596,IE
Ireland,IRL,1977,66.95626831,IE
Ireland,IRL,1978,71.89355469,IE
Ireland,IRL,1979,75.46185303,IE
Ireland,IRL,1980,67.97168732,IE
Ireland,IRL,1981,60.38428879,IE
Ireland,IRL,1982,52.85791397,IE
Ireland,IRL,1983,48.00454712,IE
Ireland,IRL,1984,47.20720673,IE
Ireland,IRL,1985,47.07807541,IE
Ireland,IRL,1986,58.11851883,IE
Ireland,IRL,1987,51.00911713,IE
Ireland,IRL,1988,46.24905396,IE
Ireland,IRL,1989,47.5844574,IE
Ireland,IRL,1990,52.87963486,IE
Ireland,IRL,1991,58.04252243,IE
Ireland,IRL,1992,60.74472046,IE
Ireland,IRL,1993,61.54863739,IE
Ireland,IRL,1994,67.13884735,IE
Ireland,IRL,1995,68.39937592,IE
Ireland,IRL,1996,72.01289368,IE
Ireland,IRL,1997,78.22833252,IE
Ireland,IRL,1998,87.65817261,IE
Ireland,IRL,1999,99.23545074,IE
Ireland,IRL,2000,98.74266052,IE
Ireland,IRL,2001,106.4000854,IE
Ireland,IRL,2002,104.3210907,IE
Ireland,IRL,2003,101.6037827,IE
Ireland,IRL,2004,105.2777481,IE
Ireland,IRL,2005,110.832222,IE
Ireland,IRL,2006,110.665947,IE
Ireland,IRL,2007,111.8987198,IE
Ireland,IRL,2008,106.7635422,IE
Ireland,IRL,2009,94.17978668,IE
Ireland,IRL,2010,89.81561279,IE
Ireland,IRL,2011,84.37815857,IE
